"player_id","version","name","full_name","description","image","height_cm","weight_kg","dob","positions","overall_rating","potential","value","wage","preferred_foot","weak_foot","skill_moves","international_reputation","work_rate","body_type","real_face","release_clause","specialities","club_id","club_name","club_league_id","club_league_name","club_logo","club_rating","club_position","club_kit_number","club_joined","club_contract_valid_until","country_id","country_name","country_league_id","country_league_name","country_flag","country_rating","country_position","country_kit_number","crossing","finishing","heading_accuracy","short_passing","volleys","dribbling","curve","fk_accuracy","long_passing","ball_control","acceleration","sprint_speed","agility","reactions","balance","shot_power","jumping","stamina","strength","long_shots","aggression","interceptions","positioning","vision","penalties","composure","defensive_awareness","standing_tackle","sliding_tackle","gk_diving","gk_handling","gk_kicking","gk_positioning","gk_reflexes","play_styles"
"212831","2024-07-08","Alisson","Alisson Ramsés Becker","Alisson (Alisson Ramsés Becker, born 2 October 1992) is a Brazilian footballer who plays as a goalkeeper for British club Liverpool. In the game FC 24, his overall rating is 89.","https://cdn.sofifa.net/players/212/831/24_120.png","193","91","1992-10-02","GK","89","89","€68.5M","€180K","Right","3 ","1 ","5 ","Medium/Medium","Unique","Yes","€126.7M","","9","Liverpool","13","Premier League","https://cdn.sofifa.net/meta/team/8/30.png","83","GK","1","2018-07-19","2027","","","","","","","","","17","13","29","60","20","27","19","18","58","42","60","49","40","87","37","64","82","32","78","14","27","11","13","66","23","66","15","19","16","86","85","85","90","89","Far Throw,Cross Claimer,Rush Out"
"209331","2024-07-08","Mohamed Salah","Mohamed Salah Ghaly","Mohamed Salah (Mohamed Salah Ghaly, born 15 June 1992) is an Egyptian footballer who plays as a right winger for British club Liverpool. In the game FC 24, his overall rating is 89.","https://cdn.sofifa.net/players/209/331/24_120.png","175","72","1992-06-15","RW","89","89","€85.5M","€260K","Left","3 ","4 ","5 ","High/Medium","Unique","Yes","€158.2M","Dribbler,Acrobat,Clinical finisher,Complete forward","9","Liverpool","13","Premier League","https://cdn.sofifa.net/meta/team/8/30.png","83","RW","11","2017-07-01","2025","","","","","","","","","80","92","59","85","83","88","84","69","77","86","89","89","89","93","91","82","81","87","77","84","63","55","92","85","81","90","38","43","41","14","14","9","11","14","Finesse Shot +,Chip Shot,Rapid,Trivela"
"203376","2024-07-08","Virgil van Dijk","Virgil van Dijk","Virgil van Dijk (born 8 July 1991) is a Dutch footballer who plays as a center back for British club Liverpool, and the Netherlands national team. In the game FC 24, his overall rating is 89.","https://cdn.sofifa.net/players/203/376/24_120.png","193","92","1991-07-08","CB","89","89","€70.5M","€220K","Right","3 ","2 ","4 ","Medium/High","Unique","Yes","€130.4M","Tackling,Tactician,Strength,Complete defender","9","Liverpool","13","Premier League","https://cdn.sofifa.net/meta/team/8/30.png","83","LCB","4","2018-01-01","2025","105035","Netherlands","78","Friendly International","https://cdn.sofifa.net/meta/team/18694/30.png","82","CB","4","53","52","87","80","45","70","60","70","86","77","66","87","59","88","50","81","89","72","93","64","85","88","47","67","62","89","90","91","86","13","10","13","11","11","Aerial +,Power Header,Long Ball Pass,Jockey,Block,Anticipate,Bruiser,Leadership"
"192448","2024-07-08","Marc-André ter Stegen","Marc-André ter Stegen","Marc-André ter Stegen (born 30 April 1992) is a German footballer who plays as a goalkeeper for Spanish club FC Barcelona, and the Germany national team. In the game FC 24, his overall rating is 89.","https://cdn.sofifa.net/players/192/448/24_120.png","187","85","1992-04-30","GK","89","89","€54.5M","€220K","Right","4 ","1 ","5 ","Medium/Medium","Unique","Yes","€111.7M","","241","FC Barcelona","53","La Liga","https://cdn.sofifa.net/meta/team/83/30.png","84","GK","1","2014-07-01","2028","1337","Germany","78","Friendly International","https://cdn.sofifa.net/meta/team/18660/30.png","85","SUB","22","18","14","11","61","14","21","18","12","63","30","45","50","39","85","43","67","72","35","78","10","43","22","11","70","25","70","25","13","10","86","85","89","86","91","Footwork,Cross Claimer,Rush Out"
"252371","2024-07-08","Jude Bellingham","Jude Victor William Bellingham","Jude Bellingham (Jude Victor William Bellingham, born 29 June 2003) is a British footballer who plays as a central attacking midfielder for Spanish club Real Madrid, and the England national team. In the game FC 24, his overall rating is 88.","https://cdn.sofifa.net/players/252/371/24_120.png","186","75","2003-06-29","CAM,CM","88","92","€128.5M","€230K","Right","4 ","4 ","4 ","High/High","Normal (185+)","Yes","€273.1M","Dribbler,Playmaker,Engine,Clinical finisher,Complete midfielder,Complete forward","243","Real Madrid","53","La Liga","https://cdn.sofifa.net/meta/team/3468/30.png","85","CAM","5","2023-07-01","2029","1318","England","78","Friendly International","https://cdn.sofifa.net/meta/team/18645/30.png","85","CAM","10","66","87","69","89","74","88","73","56","87","87","81","80","82","89","79","79","82","93","77","80","85","82","88","87","74","87","77","79","77","14","11","10","5","8","Relentless +,Intercept,Slide Tackle,Technical,Flair"
"239053","2024-07-08","Federico Valverde","Federico Santiago Valverde Dipetta","Federico Valverde (Federico Santiago Valverde Dipetta, born 22 July 1998) is a Uruguayan footballer who plays as a center midfield for Spanish club Real Madrid. In the game FC 24, his overall rating is 88.","https://cdn.sofifa.net/players/239/053/24_120.png","182","78","1998-07-22","CM,RM","88","91","€124M","€270K","Right","4 ","3 ","3 ","High/High","Unique","Yes","€263.5M","Playmaker,Engine,Distance shooter,Complete midfielder","243","Real Madrid","53","La Liga","https://cdn.sofifa.net/meta/team/3468/30.png","85","RCM","15","2016-07-22","2029","","","","","","","","","78","78","63","87","74","83","74","69","88","88","84","91","77","89","68","91","82","92","80","87","81","83","86","86","59","84","79","85","80","6","10","6","15","8","Power Shot +,Long Ball Pass,Rapid,Relentless,Trivela,Long Shot Taker (CPU AI),Team Player"
"231478","2024-07-08","Lautaro Martínez","Lautaro Javier Martínez","Lautaro Martínez (Lautaro Javier Martínez, born 22 August 1997) is an Argentine footballer who plays as a striker for Italian club Inter, and the Argentina national team. In the game FC 24, his overall rating is 88.","https://cdn.sofifa.net/players/231/478/24_120.png","174","72","1997-08-22","ST","88","90","€116M","€180K","Right","4 ","4 ","3 ","High/Medium","Unique","Yes","€200.1M","Acrobat","44","Inter","31","Serie A","https://cdn.sofifa.net/meta/team/2930/30.png","83","LS","10","2018-07-05","2026","1369","Argentina","78","Friendly International","https://cdn.sofifa.net/meta/team/18644/30.png","83","SUB","22","60","91","86","75","91","85","78","54","73","88","83","77","88","90","89","85","93","80","84","78","90","45","91","78","74","88","55","31","44","11","8","8","8","13","Technical,Flair,Trivela"
"222665","2024-07-08","Martin Ødegaard","Martin Ødegaard","Martin Ødegaard (born 17 December 1998) is a Norwegian footballer who plays as a center midfield for British club Arsenal, and the Norway national team. In the game FC 24, his overall rating is 88.","https://cdn.sofifa.net/players/222/665/24_120.png","178","68","1998-12-17","CM","88","90","€118M","€200K","Left","2 ","5 ","4 ","High/Medium","Lean (170-185)","Yes","€227.2M","Dribbler,Playmaker,Crosser,Complete midfielder","1","Arsenal","13","Premier League","https://cdn.sofifa.net/meta/team/19/30.png","83","RCM","8","2021-08-20","2028","1352","Norway","78","Friendly International","https://cdn.sofifa.net/meta/team/18578/30.png","76","RCM","10","86","83","55","90","79","88","84","85","88","90","74","71","85","89","83","82","66","88","56","84","64","68","83","91","68","87","68","69","57","14","15","15","8","10","Pinged Pass +,Incisive Pass,Whipped Cross,Technical,Flair,First Touch,Trivela,Solid Player,Leadership"
"218667","2024-07-08","Bernardo Silva","Bernardo Mota Veiga de Carvalho e Silva","Bernardo Silva (Bernardo Mota Veiga de Carvalho e Silva, born 10 August 1994) is a Portuguese footballer who plays as a center midfield for British club Manchester City, and the Portugal national team. In the game FC 24, his overall rating is 88.","https://cdn.sofifa.net/players/218/667/24_120.png","173","64","1994-08-10","CM,RW","88","88","€91.5M","€270K","Left","3 ","4 ","3 ","High/High","Lean (170-185)","Yes","€169.3M","Dribbler,Playmaker,Engine,Acrobat,Complete midfielder","10","Manchester City","13","Premier League","https://cdn.sofifa.net/meta/team/9/30.png","85","LCM","20","2017-07-01","2026","1354","Portugal","78","Friendly International","https://cdn.sofifa.net/meta/team/18701/30.png","84","RM","10","84","78","54","91","78","92","84","67","82","91","78","68","95","89","92","79","66","93","54","79","78","73","85","87","68","89","70","76","60","9","10","14","12","9","Technical +,Tiki Taka,Flair,Relentless,Trivela,Solid Player,Team Player"
"210257","2024-07-08","Ederson","Ederson Santana de Moraes","Ederson (born 17 August 1993) is a Brazilian footballer who plays as a goalkeeper for British club Manchester City. In the game FC 24, his overall rating is 88.","https://cdn.sofifa.net/players/210/257/24_120.png","188","86","1993-08-17","GK","88","89","€70M","€210K","Left","3 ","1 ","3 ","Medium/Medium","Unique","Yes","€134.8M","","10","Manchester City","13","Premier League","https://cdn.sofifa.net/meta/team/9/30.png","85","GK","31","2017-07-01","2026","","","","","","","","","20","14","14","65","18","30","40","20","68","45","64","63","60","88","48","68","79","44","78","18","38","27","20","70","65","70","29","15","8","87","82","91","86","87","Long Ball Pass,Cross Claimer,Rush Out"
"200389","2024-07-08","Jan Oblak","Jan Oblak","Jan Oblak (born 7 January 1993) is a Slovenian footballer who plays as a goalkeeper for Spanish club Atlético Madrid. In the game FC 24, his overall rating is 88.","https://cdn.sofifa.net/players/200/389/24_120.png","188","87","1993-01-07","GK","88","88","€61M","€90K","Right","3 ","1 ","4 ","Medium/Medium","Unique","Yes","€128.1M","","240","Atlético Madrid","53","La Liga","https://cdn.sofifa.net/meta/team/7980/30.png","82","GK","13","2014-07-16","2028","","","","","","","","","13","11","15","43","13","12","13","14","40","30","42","53","64","85","48","59","72","42","78","12","36","24","11","67","11","68","27","14","18","85","90","78","86","87","Far Throw,Cross Claimer"
"194765","2024-07-08","Antoine Griezmann","Antoine Griezmann","Antoine Griezmann (born 21 March 1991) is a French footballer who plays as a striker for Spanish club Atlético Madrid, and the France national team. In the game FC 24, his overall rating is 88.","https://cdn.sofifa.net/players/194/765/24_120.png","176","73","1991-03-21","ST","88","88","€74M","€135K","Left","3 ","4 ","5 ","High/High","Unique","Yes","€155.4M","Dribbler,Engine,Acrobat,Clinical finisher,Complete forward","240","Atlético Madrid","53","La Liga","https://cdn.sofifa.net/meta/team/7980/30.png","82","RS","7","2022-10-10","2026","1335","France","78","Friendly International","https://cdn.sofifa.net/meta/team/18647/30.png","84","CAM","7","82","90","85","89","86","88","89","85","86","89","81","80","89","90","84","85","85","86","69","87","74","59","90","88","79","89","45","63","64","14","8","14","13","14","Finesse Shot +,Chip Shot,Incisive Pass,Technical,Flair,Trivela,Acrobatic,Long Shot Taker (CPU AI)"
"190871","2024-07-08","Neymar Jr","Neymar da Silva Santos Júnior","Neymar Jr (Neymar da Silva Santos Júnior, born 5 February 1992) is a Brazilian footballer who plays as a left winger for Saudi Arabian club Al Hilal. In the game FC 24, his overall rating is 88.","https://cdn.sofifa.net/players/190/871/24_120.png","175","68","1992-02-05","LW,CAM","88","88","€75.5M","€115K","Right","5 ","5 ","5 ","High/Medium","Unique","Yes","€120.8M","Dribbler,FK Specialist,Acrobat","605","Al Hilal","350","Pro League","https://cdn.sofifa.net/meta/team/7011/30.png","78","RES","10","2023-08-15","2025","","","","","","","","","83","83","63","85","86","95","88","87","81","94","85","82","90","85","83","79","71","73","51","81","63","37","83","87","85","93","35","32","29","9","9","15","15","11","Trickster +,Incisive Pass,Technical,Flair,First Touch,Quick Step,Trivela,Injury Prone"
"165153","2024-07-08","Karim Benzema","Karim Benzema","Karim Benzema (born 19 December 1987) is a French footballer who plays as a striker for Saudi Arabian club Al Ittihad. In the game FC 24, his overall rating is 88.","https://cdn.sofifa.net/players/165/153/24_120.png","185","81","1987-12-19","ST,CF","88","88","€39M","€86K","Right","4 ","4 ","5 ","Medium/Medium","Normal (170-185)","Yes","€62.4M","Poacher,Clinical finisher","607","Al Ittihad","350","Pro League","https://cdn.sofifa.net/meta/team/476/30.png","75","ST","9","2023-07-01","2026","","","","","","","","","75","89","90","89","88","87","82","73","76","91","76","77","77","88","72","87","84","80","80","81","63","39","90","88","71","88","43","24","18","13","11","5","5","7","First Touch +,Finesse Shot,Incisive Pass,Tiki Taka,Relentless,Trivela"
"256630","2024-07-08","Florian Wirtz","Florian Richard Wirtz","Florian Wirtz (Florian Richard Wirtz, born 3 May 2003) is a German footballer who plays as a central attacking midfielder for German club Bayer 04 Leverkusen, and the Germany national team. In the game FC 24, his overall rating is 87.","https://cdn.sofifa.net/players/256/630/24_120.png","177","71","2003-05-03","CAM","87","92","€118.5M","€77K","Right","4 ","4 ","3 ","High/Medium","Normal (170-185)","Yes","€210.3M","Dribbler,Playmaker,Acrobat,Complete midfielder","32","Bayer 04 Leverkusen","19","Bundesliga","https://cdn.sofifa.net/meta/team/3321/30.png","82","LF","10","2020-01-31","2027","1337","Germany","78","Friendly International","https://cdn.sofifa.net/meta/team/18660/30.png","85","LAM","17","82","79","42","90","74","87","80","64","86","90","81","80","87","86","86","75","61","83","53","75","63","44","83","90","60","84","58","49","44","14","14","13","6","10","Chip Shot,Incisive Pass,Technical,Flair,First Touch,Trivela"
"237692","2024-07-08","Phil Foden","Philip Foden","Phil Foden (Philip Foden, born 28 May 2000) is a British footballer who plays as a right winger for British club Manchester City, and the England national team. In the game FC 24, his overall rating is 87.","https://cdn.sofifa.net/players/237/692/24_120.png","171","69","2000-05-28","RW,LW,CAM","87","90","€109M","€210K","Left","3 ","4 ","3 ","High/High","Unique","Yes","€209.8M","Dribbler,Playmaker,Acrobat,Complete midfielder","10","Manchester City","13","Premier League","https://cdn.sofifa.net/meta/team/9/30.png","85","RW","47","2016-12-06","2027","1318","England","78","Friendly International","https://cdn.sofifa.net/meta/team/18645/30.png","85","LM","20","80","83","47","87","59","89","84","70","82","91","87","80","92","83","91","87","63","83","47","85","64","59","85","86","64","86","60","59","47","8","15","6","10","13","First Touch +,Technical,Flair"
"235073","2024-07-08","Gregor Kobel","Gregor Kobel","Gregor Kobel (born 6 December 1997) is a Swiss footballer who plays as a goalkeeper for German club Borussia Dortmund. In the game FC 24, his overall rating is 87.","https://cdn.sofifa.net/players/235/073/24_120.png","195","88","1997-12-06","GK","87","90","€81.5M","€64K","Right","3 ","1 ","3 ","Medium/Medium","Normal (185+)","Yes","€144.7M","","22","Borussia Dortmund","19","Bundesliga","https://cdn.sofifa.net/meta/team/68/30.png","81","GK","1","2021-07-01","2028","","","","","","","","","13","10","13","39","10","24","13","12","33","34","38","52","37","85","29","55","71","30","81","10","24","14","10","59","12","66","15","15","15","86","84","73","86","89","Far Throw,Footwork,Cross Claimer,Leadership"
"234378","2024-07-08","Declan Rice","Declan Rice","Declan Rice (born 14 January 1999) is a British footballer who plays as a central defensive midfielder for British club Arsenal, and the England national team. In the game FC 24, his overall rating is 87.","https://cdn.sofifa.net/players/234/378/24_120.png","185","80","1999-01-14","CDM,CM","87","88","€88.5M","€150K","Right","3 ","3 ","3 ","Medium/High","Normal (185+)","Yes","€170.4M","Tackling,Tactician","1","Arsenal","13","Premier League","https://cdn.sofifa.net/meta/team/19/30.png","83","LCM","41","2023-07-15","2028","1318","England","78","Friendly International","https://cdn.sofifa.net/meta/team/18645/30.png","85","LDM","4","78","64","72","85","50","82","79","65","86","84","71","75","55","85","65","78","82","92","81","70","85","86","70","79","71","86","85","86","85","8","11","14","5","9","Long Ball Pass,Block,Intercept,Press Proven,Long Shot Taker (CPU AI)"
"232293","2024-07-08","Victor Osimhen","Victor James Osimhen","Victor Osimhen (Victor James Osimhen, born 29 December 1998) is a Nigerian footballer who plays as a striker for Italian club Napoli. In the game FC 24, his overall rating is 87.","https://cdn.sofifa.net/players/232/293/24_120.png","186","77","1998-12-29","ST","87","89","€104.5M","€100K","Right","4 ","3 ","3 ","High/Medium","Lean (185+)","Yes","€185.5M","","48","Napoli","31","Serie A","https://cdn.sofifa.net/meta/team/597/30.png","80","ST","9","2020-09-01","2025","","","","","","","","","62","89","84","71","83","83","63","52","54","84","87","92","78","89","68","85","94","81","86","75","68","34","90","70","75","80","36","45","22","14","14","10","9","6","Chip Shot,Power Header,Rapid,Acrobatic"
"230621","2024-07-08","Gianluigi Donnarumma","Gianluigi Donnarumma","Gianluigi Donnarumma (born 25 February 1999) is an Italian footballer who plays as a goalkeeper for French club Paris Saint Germain, and the Italy national team. In the game FC 24, his overall rating is 87.","https://cdn.sofifa.net/players/230/621/24_120.png","196","90","1999-02-25","GK","87","90","€85M","€90K","Right","3 ","1 ","3 ","Medium/Medium","Unique","Yes","€163.6M","","73","Paris Saint Germain","16","Ligue 1","https://cdn.sofifa.net/meta/team/591/30.png","83","GK","99","2021-07-15","2026","1343","Italy","78","Friendly International","https://cdn.sofifa.net/meta/team/18658/30.png","82","GK","1","12","12","12","36","8","28","12","14","34","30","50","55","57","81","38","55","72","39","75","18","30","26","14","60","24","65","20","14","16","90","81","73","83","89",""
"228702","2024-07-08","Frenkie de Jong","Frenkie de Jong","Frenkie de Jong (born 12 May 1997) is a Dutch footballer who plays as a center midfield for Spanish club FC Barcelona, and the Netherlands national team. In the game FC 24, his overall rating is 87.","https://cdn.sofifa.net/players/228/702/24_120.png","181","74","1997-05-12","CM,CDM","87","88","€93M","€240K","Right","3 ","4 ","4 ","High/Medium","Unique","Yes","€197.6M","Dribbler,Playmaker,Acrobat,Complete midfielder","241","FC Barcelona","53","La Liga","https://cdn.sofifa.net/meta/team/83/30.png","84","LCM","21","2019-07-01","2026","105035","Netherlands","78","Friendly International","https://cdn.sofifa.net/meta/team/18694/30.png","82","LCM","21","78","72","72","91","70","87","84","64","89","89","80","83","87","88","79","68","82","89","74","66","74","82","77","88","53","90","76","76","77","7","13","10","10","9","Trivela +,Incisive Pass,Long Ball Pass,Tiki Taka,Flair,Press Proven"
