team_id,shirt_number,player_name,position,rarity
canada,1,Milan Borjan,Goalkeeper,rare
canada,2,Alphonso Davies,Defender,legendary
canada,3,Steven Vitória,Defender,common
canada,4,Sam Adekugbe,Defender,common
canada,5,Alistair Johnston,Defender,rare
canada,6,Stephen Eustáquio,Midfielder,epic
canada,7,Tajon Buchanan,Forward,rare
canada,8,Jonathan David,Forward,legendary
canada,9,Cyle Larin,Forward,rare
canada,10,Junior Hoilett,Forward,common
canada,11,Liam Millar,Forward,common
canada,12,Ismaël Koné,Midfielder,rare
canada,13,Mark-Anthony Kaye,Midfielder,common
canada,14,Lucas Cavallini,Forward,common
canada,15,Maxime Crépeau,Goalkeeper,common
cape_verde,1,Vozinha,Goalkeeper,rare
cape_verde,2,Dylan Tavares,Defender,common
cape_verde,3,Jójó,Defender,rare
cape_verde,4,Marco Tavares,Midfielder,epic
cape_verde,5,Roberto Lopes,Defender,rare
cape_verde,6,Ryan Mendes,Forward,epic
cape_verde,7,Jâson,Forward,rare
cape_verde,8,Patrick Andrade,Midfielder,common
cape_verde,9,Bébé,Forward,legendary
cape_verde,10,Gilson Tavares,Forward,epic
cape_verde,11,Jamiro Monteiro,Midfielder,rare
cape_verde,12,Diney,Defender,common
cape_verde,13,Garry Rodrigues,Forward,rare
cape_verde,14,Platini,Forward,common
cape_verde,15,Kelvin Pires,Goalkeeper,common
colombia,1,David Ospina,Goalkeeper,epic
colombia,2,Santiago Arias,Defender,common
colombia,3,Davinson Sánchez,Defender,epic
colombia,4,Wilmar Barrios,Midfielder,rare
colombia,5,Yerry Mina,Defender,rare
colombia,6,James Rodríguez,Midfielder,legendary
colombia,7,Luis Díaz,Forward,legendary
colombia,8,Jefferson Lerma,Midfielder,rare
colombia,9,Radamel Falcao,Forward,epic
colombia,10,Juan Cuadrado,Midfielder,epic
colombia,11,Luis Sinisterra,Forward,rare
colombia,12,Jhon Arias,Forward,common
colombia,13,John Lucumí,Defender,rare
colombia,14,Sebastián Villa,Forward,common
colombia,15,Camilo Vargas,Goalkeeper,common
croatia,1,Dominik Livaković,Goalkeeper,epic
croatia,2,Josip Šutalo,Defender,rare
croatia,3,Joško Gvardiol,Defender,legendary
croatia,4,Marcelo Brozović,Midfielder,epic
croatia,5,Borna Sosa,Defender,common
croatia,6,Luka Modrić,Midfielder,legendary
croatia,7,Bruno Petković,Forward,rare
croatia,8,Mateo Kovačić,Midfielder,epic
croatia,9,Andrej Kramarić,Forward,epic
croatia,10,Luka Sucic,Midfielder,rare
croatia,11,Marko Livaja,Forward,common
croatia,12,Mislav Oršić,Forward,common
croatia,13,Nikola Vlašić,Midfielder,rare
croatia,14,Ivan Perišić,Forward,epic
croatia,15,Ivica Ivusić,Goalkeeper,common
curacao,1,Eloy Room,Goalkeeper,rare
curacao,2,Cuco Martina,Defender,epic
curacao,3,Juriën Gaari,Defender,common
curacao,4,Leandro Bacuna,Midfielder,epic
curacao,5,Sherel Floranus,Defender,rare
curacao,6,Roly Bonevacia,Midfielder,common
curacao,7,Elson Hooi,Forward,rare
curacao,8,Gino Jelvardi,Midfielder,common
curacao,9,Jarchinio Antonia,Forward,rare
curacao,10,Brandley Kuwas,Forward,epic
curacao,11,Rangelo Janga,Forward,legendary
curacao,12,Tyrick Mitchell,Defender,common
curacao,13,Shanon Carmelia,Forward,common
curacao,14,Juninho Bacuna,Midfielder,rare
curacao,15,Trevor Doornbusch,Goalkeeper,common
czechia,1,Tomáš Vaclík,Goalkeeper,rare
czechia,2,Vladimír Coufal,Defender,common
czechia,3,Ondřej Kúdela,Defender,rare
czechia,4,Tomáš Souček,Midfielder,epic
czechia,5,David Jurásek,Defender,common
czechia,6,Antonín Barák,Midfielder,rare
czechia,7,Patrik Schick,Forward,legendary
czechia,8,Alex Král,Midfielder,common
czechia,9,Jan Kuchta,Forward,rare
czechia,10,Michal Sadílek,Midfielder,epic
czechia,11,Adam Hložek,Forward,rare
czechia,12,Lukáš Provod,Midfielder,common
czechia,13,Ladislav Krejčí,Defender,common
czechia,14,Tomáš Holeš,Midfielder,common
czechia,15,Jiří Pavlenka,Goalkeeper,common
dr_congo,1,Joël Kiassumbua,Goalkeeper,rare
dr_congo,2,Chancel Mbemba,Defender,epic
dr_congo,3,Christian Luyindama,Defender,rare
dr_congo,4,Edo Kayembe,Midfielder,epic
dr_congo,5,Marcel Tisserand,Defender,common
dr_congo,6,Cédric Bakambu,Forward,legendary
dr_congo,7,Théo Bongonda,Forward,rare
dr_congo,8,Gaël Kakuta,Midfielder,epic
dr_congo,9,Fiston Mayele,Forward,rare
dr_congo,10,Yoane Wissa,Forward,epic
dr_congo,11,Aaron Tchombani,Midfielder,common
dr_congo,12,Arthur Masuaku,Defender,rare
dr_congo,13,Paul-José Mpoku,Midfielder,common
dr_congo,14,Chadrac Akolo,Forward,common
dr_congo,15,Brady Fleury,Goalkeeper,common
ecuador,1,Hernán Galíndez,Goalkeeper,rare
ecuador,2,Angelo Preciado,Defender,common
ecuador,3,Piero Hincapié,Defender,epic
ecuador,4,Moisés Caicedo,Midfielder,legendary
ecuador,5,Felix Torres,Defender,rare
ecuador,6,Enner Valencia,Forward,legendary
ecuador,7,Carlos Gruezo,Midfielder,rare
ecuador,8,Jeremy Sarmiento,Midfielder,common
ecuador,9,Jordy Caicedo,Forward,rare
ecuador,10,Gonzalo Plata,Forward,epic
ecuador,11,Michael Estrada,Forward,common
ecuador,12,Pervis Estupiñán,Defender,epic
ecuador,13,Kendry Páez,Midfielder,rare
ecuador,14,Alan Franco,Midfielder,common
ecuador,15,Alexander Domínguez,Goalkeeper,common
egypt,1,Mohamed El Shenawy,Goalkeeper,epic
egypt,2,Mohamed Hany,Defender,common
egypt,3,Mohamed Abdelmonem,Defender,rare
egypt,4,Mohamed Elneny,Midfielder,epic
egypt,5,Ahmed Hegazi,Defender,rare
egypt,6,Mohamed Salah,Forward,legendary
egypt,7,Omar Marmoush,Forward,epic
egypt,8,Trézéguet,Forward,rare
egypt,9,Mostafa Mohamed,Forward,rare
egypt,10,Emam Ashour,Midfielder,common
egypt,11,Marwan Hamdy,Forward,common
egypt,12,Ahmed Sayed Zizo,Midfielder,rare
egypt,13,Hamdy Fathy,Midfielder,common
egypt,14,Ayman Ashraf,Defender,common
egypt,15,Mohamed Abou Gabal,Goalkeeper,common
england,1,Jordan Pickford,Goalkeeper,epic
england,2,Kyle Walker,Defender,rare
england,3,John Stones,Defender,epic
england,4,Declan Rice,Midfielder,epic
england,5,Harry Maguire,Defender,rare
england,6,Trent Alexander-Arnold,Defender,epic
england,7,Bukayo Saka,Forward,legendary
england,8,Jude Bellingham,Midfielder,legendary
england,9,Harry Kane,Forward,legendary
england,10,Phil Foden,Midfielder,epic
england,11,Jack Grealish,Forward,rare
england,12,Marcus Rashford,Forward,rare
england,13,Conor Gallagher,Midfielder,common
england,14,Ezri Konsa,Defender,common
england,15,Aaron Ramsdale,Goalkeeper,common
france,1,Mike Maignan,Goalkeeper,epic
france,2,Jules Koundé,Defender,epic
france,3,Dayot Upamecano,Defender,rare
france,4,Aurélien Tchouaméni,Midfielder,epic
france,5,William Saliba,Defender,epic
france,6,N'Golo Kanté,Midfielder,legendary
france,7,Antoine Griezmann,Forward,epic
france,8,Adrien Rabiot,Midfielder,rare
france,9,Olivier Giroud,Forward,rare
france,10,Kylian Mbappé,Forward,legendary
france,11,Ousmane Dembélé,Forward,epic
france,12,Theo Hernández,Defender,rare
france,13,Kingsley Coman,Forward,rare
france,14,Warren Zaïre-Emery,Midfielder,common
france,15,Alphonse Areola,Goalkeeper,common
germany,1,Manuel Neuer,Goalkeeper,legendary
germany,2,Joshua Kimmich,Midfielder,epic
germany,3,Antonio Rüdiger,Defender,epic
germany,4,İlkay Gündoğan,Midfielder,epic
germany,5,Jonathan Tah,Defender,rare
germany,6,Jamal Musiala,Midfielder,legendary
germany,7,Kai Havertz,Forward,epic
germany,8,Leon Goretzka,Midfielder,rare
germany,9,Niclas Füllkrug,Forward,rare
germany,10,Florian Wirtz,Midfielder,legendary
germany,11,Leroy Sané,Forward,epic
germany,12,David Raum,Defender,common
germany,13,Thomas Müller,Forward,epic
germany,14,Nico Schlotterbeck,Defender,common
germany,15,Marc-André ter Stegen,Goalkeeper,rare
ghana,1,Lawrence Ati-Zigi,Goalkeeper,rare
ghana,2,Gideon Mensah,Defender,common
ghana,3,Daniel Amartey,Defender,rare
ghana,4,Thomas Partey,Midfielder,legendary
ghana,5,Alexander Djiku,Defender,epic
ghana,6,Mohammed Kudus,Midfielder,epic
ghana,7,Jordan Ayew,Forward,rare
ghana,8,André Ayew,Forward,legendary
ghana,9,Inaki Williams,Forward,epic
ghana,10,Antoine Semenyo,Forward,rare
ghana,11,Kamaldeen Sulemana,Forward,rare
ghana,12,Salis Abdul Samed,Midfielder,common
ghana,13,Ernest Nuamah,Forward,common
ghana,14,Alidu Seidu,Defender,common
ghana,15,Richard Ofori,Goalkeeper,common
haiti,1,Johny Placide,Goalkeeper,rare
haiti,2,Derrick Etienne,Defender,common
haiti,3,Mechack Jérôme,Defender,rare
haiti,4,Zachary Brault-Guillard,Defender,common
haiti,5,Ricardo Adé,Defender,rare
haiti,6,Derrick Etienne Jr,Midfielder,epic
haiti,7,Mondy Prunier,Forward,rare
haiti,8,Bryan Alceus,Midfielder,common
haiti,9,Danley Jean Plooij,Forward,common
haiti,10,Duckens Nazon,Forward,epic
haiti,11,Frantzdy Pierrot,Forward,legendary
haiti,12,Carnejy Antoine,Forward,rare
haiti,13,Steeven Sabbat,Midfielder,common
haiti,14,Martin Experience,Defender,common
haiti,15,Josué Duverger,Goalkeeper,common
iran,1,Alireza Beiranvand,Goalkeeper,rare
iran,2,Hossein Kanaani,Defender,common
iran,3,Rouzbeh Cheshmi,Defender,rare
iran,4,Saeid Ezatolahi,Midfielder,epic
iran,5,Milad Mohammadi,Defender,rare
iran,6,Mehdi Taremi,Forward,legendary
iran,7,Alireza Jahanbakhsh,Forward,epic
iran,8,Saman Ghoddos,Midfielder,common
iran,9,Mehdi Ghayedi,Forward,rare
iran,10,Sardar Azmoun,Forward,legendary
iran,11,Omid Noorafkan,Midfielder,common
iran,12,Ehsan Hajsafi,Defender,rare
iran,13,Karim Ansarifard,Forward,rare
iran,14,Vahid Amiri,Midfielder,common
iran,15,Hossein Hosseini,Goalkeeper,common
iraq,1,Jalal Hassan,Goalkeeper,rare
iraq,2,Ali Adnan,Defender,epic
iraq,3,Ayman Mokhtar,Defender,common
iraq,4,Zidane Iqbal,Midfielder,epic
iraq,5,Hussein Ali,Defender,rare
iraq,6,Amjad Attwan,Midfielder,common
iraq,7,Aymen Hussein,Forward,legendary
iraq,8,Mohammed Ali Ahmed,Midfielder,rare
iraq,9,Mohanad Ali,Forward,epic
iraq,10,Zaid Abdullah,Midfielder,common
iraq,11,Bashar Resan,Midfielder,rare
iraq,12,Saad Rashid,Midfielder,common
iraq,13,Ali Faez,Defender,common
iraq,14,Ahmed Yasin,Midfielder,common
iraq,15,Hussein Hassan,Goalkeeper,common
ivory_coast,1,Badra Ali Sangaré,Goalkeeper,rare
ivory_coast,2,Serge Aurier,Defender,epic
ivory_coast,3,Eric Bailly,Defender,rare
ivory_coast,4,Franck Kessié,Midfielder,legendary
ivory_coast,5,Wilfried Zaha,Forward,epic
ivory_coast,6,Sébastien Haller,Forward,epic
ivory_coast,7,Nicolas Pépé,Forward,legendary
ivory_coast,8,Ibrahim Sangaré,Midfielder,rare
ivory_coast,9,Jean-Philippe Krasso,Forward,rare
ivory_coast,10,Simon Adingra,Forward,epic
ivory_coast,11,Christian Atsu,Midfielder,common
ivory_coast,12,Ghislain Konan,Defender,common
ivory_coast,13,Max-Alain Gradel,Forward,rare
ivory_coast,14,Jean-Daniel Akpa Akpro,Midfielder,common
ivory_coast,15,Yahia Fofana,Goalkeeper,common
japan,1,Daniel Schmidt,Goalkeeper,common
japan,2,Hiroki Ito,Defender,rare
japan,3,Shogo Taniguchi,Defender,common
japan,4,Wataru Endo,Midfielder,epic
japan,5,Takehiro Tomiyasu,Defender,rare
japan,6,Kaoru Mitoma,Forward,epic
japan,7,Takumi Minamino,Forward,rare
japan,8,Ritsu Doan,Forward,rare
japan,9,Ayase Ueda,Forward,common
japan,10,Takuma Asano,Forward,rare
japan,11,Junya Ito,Forward,epic
japan,12,Daizen Maeda,Forward,common
japan,13,Reo Hatate,Midfielder,common
japan,14,Ao Tanaka,Midfielder,rare
japan,15,Shuichi Gonda,Goalkeeper,common
jordan,1,Yazid Abulaila,Goalkeeper,rare
jordan,2,Yazan Al-Naimat,Defender,common
jordan,3,Tareq Shoman,Defender,rare
jordan,4,Rajaei Ayed,Midfielder,epic
jordan,5,Ihsan Haddad,Defender,rare
jordan,6,Mousa Al-Taamari,Forward,legendary
jordan,7,Ali Olwan,Forward,epic
jordan,8,Mahmoud Al-Mardi,Midfielder,common
jordan,9,Yaseen Al-Bakhit,Forward,rare
jordan,10,Nizar Al-Rashdan,Midfielder,common
jordan,11,Ehab Al-Hanbali,Defender,common
jordan,12,Anas Ahmed,Midfielder,rare
jordan,13,Abdallah Nasoub,Forward,common
jordan,14,Baha Abdel-Rahman,Midfielder,common
jordan,15,Ahmad Nawfal,Goalkeeper,common
mexico,1,Guillermo Ochoa,Goalkeeper,rare
mexico,2,Jorge Sánchez,Defender,common
mexico,3,César Montes,Defender,rare
mexico,4,Edson Álvarez,Midfielder,epic
mexico,5,Héctor Moreno,Defender,common
mexico,6,Andrés Guardado,Midfielder,epic
mexico,7,Raúl Jiménez,Forward,legendary
mexico,8,Carlos Rodríguez,Midfielder,common
mexico,9,Henry Martín,Forward,rare
mexico,10,Alexis Vega,Forward,rare
mexico,11,Uriel Antuna,Forward,common
mexico,12,Orbelín Pineda,Midfielder,common
mexico,13,Luis Chávez,Midfielder,rare
mexico,14,Santiago Giménez,Forward,epic
mexico,15,Rodolfo Cota,Goalkeeper,common
morocco,1,Yassine Bounou,Goalkeeper,epic
morocco,2,Achraf Hakimi,Defender,legendary
morocco,3,Nayef Aguerd,Defender,rare
morocco,4,Sofyan Amrabat,Midfielder,epic
morocco,5,Romain Saïss,Defender,rare
morocco,6,Hakim Ziyech,Midfielder,epic
morocco,7,Youssef En-Nesyri,Forward,epic
morocco,8,Azzedine Ounahi,Midfielder,rare
morocco,9,Abde Ezzalzouli,Forward,rare
morocco,10,Sofiane Boufal,Forward,rare
morocco,11,Brahim Díaz,Forward,epic
morocco,12,Selim Amallah,Midfielder,common
morocco,13,Yahya Attiat-Allah,Defender,common
morocco,14,Zakaria Aboukhlal,Forward,common
morocco,15,Munir El Kajoui,Goalkeeper,common
netherlands,1,Bart Verbruggen,Goalkeeper,rare
netherlands,2,Denzel Dumfries,Defender,epic
netherlands,3,Matthijs de Ligt,Defender,epic
netherlands,4,Frenkie de Jong,Midfielder,legendary
netherlands,5,Nathan Aké,Defender,rare
netherlands,6,Steven Bergwijn,Forward,rare
netherlands,7,Memphis Depay,Forward,epic
netherlands,8,Cody Gakpo,Forward,epic
netherlands,9,Brian Brobbey,Forward,rare
netherlands,10,Wout Weghorst,Forward,rare
netherlands,11,Steven Berghuis,Midfielder,common
netherlands,12,Jeremie Frimpong,Defender,rare
netherlands,13,Daley Blind,Defender,common
netherlands,14,Georginio Wijnaldum,Midfielder,rare
netherlands,15,Mark Flekken,Goalkeeper,common
new_zealand,1,Oliver Sail,Goalkeeper,rare
new_zealand,2,Liberato Cacace,Defender,epic
new_zealand,3,Bill Tuiloma,Defender,common
new_zealand,4,Joe Bell,Midfielder,rare
new_zealand,5,Nando Pijanker,Defender,common
new_zealand,6,Ryan Thomas,Midfielder,epic
new_zealand,7,Marco Rojas,Midfielder,legendary
new_zealand,8,Marko Stamenić,Midfielder,common
new_zealand,9,Chris Wood,Forward,legendary
new_zealand,10,Ben Waine,Forward,rare
new_zealand,11,Elijah Just,Midfielder,common
new_zealand,12,Kosta Barbarouses,Forward,epic
new_zealand,13,Alex Greive,Forward,common
new_zealand,14,Michael Boxall,Defender,rare
new_zealand,15,Max Crocombe,Goalkeeper,common
norway,1,Bernd Leno,Goalkeeper,epic
norway,2,Julian Ryerson,Defender,rare
norway,3,Stefan Strandberg,Defender,common
norway,4,Martin Ødegaard,Midfielder,legendary
norway,5,Kristoffer Ajer,Defender,rare
norway,6,Sander Berge,Midfielder,epic
norway,7,Erling Haaland,Forward,legendary
norway,8,Joshua King,Forward,rare
norway,9,Alexander Sørloth,Forward,epic
norway,10,Antoine Semenyo,Forward,rare
norway,11,Aron Dønnum,Midfielder,common
norway,12,Felix Myhre,Midfielder,common
norway,13,Patrick Berg,Midfielder,rare
norway,14,Leo Østigård,Defender,common
norway,15,André Hansen,Goalkeeper,common
panama,1,Jaime Penedo,Goalkeeper,rare
panama,2,Michael Murillo,Defender,epic
panama,3,Fidel Escobar,Defender,common
panama,4,Aníbal Godoy,Midfielder,epic
panama,5,Román Torres,Defender,rare
panama,6,Adalberto Carrasquilla,Midfielder,rare
panama,7,José Fajardo,Forward,common
panama,8,Alberto Quintero,Midfielder,rare
panama,9,Gabriel Torres,Forward,epic
panama,10,Luis Mejía,Goalkeeper,common
panama,11,Rolando Blackburn,Forward,legendary
panama,12,César Blackman,Midfielder,common
panama,13,Ismael Díaz,Forward,rare
panama,14,Harold Cummings,Defender,common
panama,15,Orlando Mosquera,Goalkeeper,common
paraguay,1,Anthony Silva,Goalkeeper,rare
paraguay,2,Robert Rojas,Defender,common
paraguay,3,Gustavo Gómez,Defender,epic
paraguay,4,Miguel Almirón,Midfielder,legendary
paraguay,5,Júnior Alonso,Defender,rare
paraguay,6,Mathías Rojas,Midfielder,rare
paraguay,7,Antonio Sanabria,Forward,epic
paraguay,8,Diego Gómez,Midfielder,common
paraguay,9,Gabriel Avalos,Forward,rare
paraguay,10,Óscar Romero,Midfielder,epic
paraguay,11,Ángel Romero,Forward,rare
paraguay,12,Blas Riveros,Defender,common
paraguay,13,Iván Ramírez,Defender,common
paraguay,14,Matías Rojas,Midfielder,common
paraguay,15,Santiago Rojas,Goalkeeper,common
portugal,1,Diogo Costa,Goalkeeper,epic
portugal,2,João Cancelo,Defender,epic
portugal,3,Rúben Dias,Defender,epic
portugal,4,Bruno Fernandes,Midfielder,legendary
portugal,5,Pepe,Defender,rare
portugal,6,João Palhinha,Midfielder,rare
portugal,7,Cristiano Ronaldo,Forward,legendary
portugal,8,Bernardo Silva,Midfielder,epic
portugal,9,Gonçalo Ramos,Forward,rare
portugal,10,Pedro Neto,Forward,epic
portugal,11,Rafael Leão,Forward,epic
portugal,12,Nuno Mendes,Defender,rare
portugal,13,Vitinha,Midfielder,common
portugal,14,Otávio,Midfielder,common
portugal,15,José Sá,Goalkeeper,common
qatar,1,Saad Al Sheeb,Goalkeeper,rare
qatar,2,Ró-Ró,Defender,common
qatar,3,Abdelkarim Hassan,Defender,rare
qatar,4,Hassan Al Haydos,Midfielder,epic
qatar,5,Boualem Khoukhi,Defender,rare
qatar,6,Akram Afif,Forward,legendary
qatar,7,Almoez Ali,Forward,epic
qatar,8,Karim Boudiaf,Midfielder,common
qatar,9,Mohammed Muntari,Forward,rare
qatar,10,Tarek Salman,Defender,common
qatar,11,Abdulaziz Hatem,Midfielder,rare
qatar,12,Yousuf Abdurisag,Forward,common
qatar,13,Homam Ahmed,Defender,common
qatar,14,Jassem Abdulsallan,Midfielder,common
qatar,15,Mishal Barsham,Goalkeeper,common
saudi_arabia,1,Mohamed Al-Owais,Goalkeeper,rare
saudi_arabia,2,Sultan Al-Ghannam,Defender,common
saudi_arabia,3,Ali Al-Bulaihi,Defender,epic
saudi_arabia,4,Salem Al-Dawsari,Midfielder,legendary
saudi_arabia,5,Mohammed Al-Breik,Defender,rare
saudi_arabia,6,Sami Al-Najei,Midfielder,common
saudi_arabia,7,Saleh Al-Shehri,Forward,epic
saudi_arabia,8,Firas Al-Buraikan,Forward,rare
saudi_arabia,9,Abdullah Al-Hamdan,Forward,common
saudi_arabia,10,Hassan Tambakti,Defender,common
saudi_arabia,11,Fahad Al-Muwallad,Forward,rare
saudi_arabia,12,Yasir Al-Shahrani,Defender,common
saudi_arabia,13,Abdulellah Al-Malki,Midfielder,rare
saudi_arabia,14,Yahya Al-Shehri,Midfielder,common
saudi_arabia,15,Nawaf Al-Abed,Forward,common
scotland,1,Angus Gunn,Goalkeeper,rare
scotland,2,Kieran Tierney,Defender,epic
scotland,3,Grant Hanley,Defender,common
scotland,4,Scott McTominay,Midfielder,epic
scotland,5,John Souttar,Defender,rare
scotland,6,Andy Robertson,Defender,legendary
scotland,7,John McGinn,Midfielder,epic
scotland,8,Callum McGregor,Midfielder,rare
scotland,9,Che Adams,Forward,rare
scotland,10,Lyndon Dykes,Forward,common
scotland,11,Ryan Christie,Midfielder,rare
scotland,12,Lewis Morgan,Forward,common
scotland,13,Billy Gilmour,Midfielder,rare
scotland,14,Jack Hendry,Defender,common
scotland,15,Zander Clark,Goalkeeper,common
senegal,1,Édouard Mendy,Goalkeeper,epic
senegal,2,Youssouf Sabaly,Defender,common
senegal,3,Kalidou Koulibaly,Defender,legendary
senegal,4,Idrissa Gueye,Midfielder,epic
senegal,5,Abdou Diallo,Defender,rare
senegal,6,Sadio Mané,Forward,legendary
senegal,7,Ismaïla Sarr,Forward,epic
senegal,8,Cheikhou Kouyaté,Midfielder,rare
senegal,9,Boulaye Dia,Forward,rare
senegal,10,Mame Boussuf Lô,Forward,common
senegal,11,Pape Matar Sarr,Midfielder,rare
senegal,12,Formose Mendy,Defender,common
senegal,13,Nicolas Jackson,Forward,epic
senegal,14,Pathé Ciss,Midfielder,common
senegal,15,Seny Dieng,Goalkeeper,common
south_africa,1,Ronwen Williams,Goalkeeper,rare
south_africa,2,Khuliso Khumalo,Defender,common
south_africa,3,Grant Kekana,Defender,common
south_africa,4,Themba Zwane,Midfielder,epic
south_africa,5,Mothobi Mvala,Defender,rare
south_africa,6,Sphephelo Sithole,Midfielder,common
south_africa,7,Percy Tau,Forward,epic
south_africa,8,Teboho Mokoena,Midfielder,rare
south_africa,9,Evidence Makgopa,Forward,common
south_africa,10,Lyle Foster,Forward,legendary
south_africa,11,Zakhele Lepasa,Forward,rare
south_africa,12,Thapelo Maseko,Forward,common
south_africa,13,Tebogo Moerane,Midfielder,common
south_africa,14,Mosa Lebusa,Defender,common
south_africa,15,Veli Mothwa,Goalkeeper,common
south_korea,1,Kim Seung-gyu,Goalkeeper,rare
south_korea,2,Kim Min-jae,Defender,legendary
south_korea,3,Kim Young-gwon,Defender,rare
south_korea,4,Jung Woo-young,Midfielder,epic
south_korea,5,Kim Jin-su,Defender,common
south_korea,6,Son Heung-min,Forward,legendary
south_korea,7,Lee Kang-in,Midfielder,epic
south_korea,8,Hwang Hee-chan,Forward,rare
